Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
229,797217944,theleafnode (4/15),0,41.9,WR Alex Erickson TE Mason Schreck RB Kareem Hunt WR Demarcus Robinson FLEX Seantavius Jones RB Orleans Darkwa QB Joshua Dobbs WR JuJu Smith-Schuster DST Steelers ,,,
229,797465685,SextonHardcastle (1/10),0,41.9,WR Josh Malone RB Kareem Hunt RB Orleans Darkwa WR Travis Rudolph TE Evan Engram QB Joshua Dobbs FLEX JuJu Smith-Schuster WR Trent Taylor DST 49ers ,,,
229,797454305,CongoSong (5/15),0,41.9,RB Joe Mixon WR Alex Erickson FLEX C.J. Spiller TE Ross Travis DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor,,,
232,797433511,bigswole24,0,41.7,RB Jeremy Hill FLEX Brandon LaFell WR Tyler Boyd DST Chiefs  TE Will Tye QB Joshua Dobbs RB Fitzgerald Toussaint WR Cobi Hamilton WR Eli Rogers,,,
232,797454301,CongoSong (1/15),0,41.7,RB Joe Mixon WR Alex Erickson FLEX Kareem Hunt TE Ross Travis DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor,,,
234,797255795,SoulChild (10/15),0,41.66,QB AJ McCarron RB C.J. Spiller FLEX Demarcus Robinson DST Chiefs  TE Evan Engram RB Terrell Watson WR Canaan Severin WR JuJu Smith-Schuster WR Mike Evans,,,
235,797269492,LilSuprise1 (3/3),0,41.6,RB Joe Mixon WR Josh Malone RB Kareem Hunt DST Chiefs  QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Joe Williams WR Chris Godwin TE O.J. Howard,,,
236,797348847,Bonuscash (6/10),0,41.4,RB Joe Mixon WR Josh Malone RB Kareem Hunt DST Chiefs  FLEX Travis Rudolph TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster WR Chris Godwin,,,
236,797499911,Female.kanye (2/2),0,41.4,RB Joe Mixon RB Kareem Hunt WR Seantavius Jones TE Evan Engram DST Giants  WR JuJu Smith-Schuster WR Aldrick Robinson QB Ryan Fitzpatrick FLEX O.J. Howard,,,
238,797484215,ChiChiWobbler (2/15),0,41.36,QB AJ McCarron RB Joe Mixon WR Josh Malone FLEX Orleans Darkwa WR Darius Powe DST Giants  RB Terrell Watson TE Cole Hikutini WR Chris Godwin,,,
238,797502961,canowhoopass (6/6),0,41.36,QB AJ McCarron FLEX Joe Mixon WR Josh Malone TE Tyler Kroft RB Kareem Hunt WR Roger Lewis RB Terrell Watson WR Trent Taylor DST Buccaneers ,,,
240,797348856,Bonuscash (9/10),0,41.2,RB Joe Mixon WR Josh Malone DST Bengals  RB Kareem Hunt WR Travis Rudolph TE Evan Engram QB Joshua Dobbs WR Eli Rogers FLEX JuJu Smith-Schuster,,,
240,797477594,karladfs (10/15),0,41.2,RB Joe Mixon RB Kareem Hunt WR Darius Powe DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster TE Xavier Grimble FLEX Matt Breida WR Trent Taylor,,,
240,797477595,karladfs (11/15),0,41.2,RB Joe Mixon RB Kareem Hunt WR Darius Powe DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Matt Breida WR Trent Taylor TE O.J. Howard,,,
240,797550719,GiantBallOfOil (2/2),0,41.2,RB Joe Mixon WR Cody Core DST Bengals  TE Demetrius Harris WR Roger Lewis QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Aldrick Robinson RB Jacquizz Rodgers,,,
244,797222660,Zeechamp (8/15),0,41.16,QB AJ McCarron RB Joe Mixon WR Alex Erickson TE Tyler Kroft DST Chiefs  WR Travis Rudolph RB Terrell Watson FLEX JuJu Smith-Schuster WR Chris Godwin,,,
245,797242324,Genghis_Khan1 (9/15),0,41.1,RB Joe Mixon RB Kareem Hunt DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Matt Breida WR Trent Taylor WR Chris Godwin TE O.J. Howard,,,
245,797242330,Genghis_Khan1 (15/15),0,41.1,RB Joe Mixon RB Kareem Hunt DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster TE Xavier Grimble FLEX Matt Breida WR Trent Taylor WR Chris Godwin,,,
247,797275574,Archibus (2/15),0,41,RB Joe Mixon WR Cody Core RB C.J. Spiller TE Evan Engram QB Joshua Dobbs FLEX Darrius Heyward-Bey WR JuJu Smith-Schuster DST Steelers  WR Chris Godwin,,,
248,797545840,alex5150 (1/2),0,40.9,TE Tyler Eifert RB Spencer Ware DST Chiefs  WR Brandon Marshall QB Joshua Dobbs FLEX Terrell Watson RB Carlos Hyde WR Pierre Garcon WR DeSean Jackson,,,
249,797266968,thegibson77 (5/15),0,40.86,QB AJ McCarron FLEX Joe Mixon WR Josh Malone TE Tyler Kroft DST Chiefs  RB Wayne Gallman RB Terrell Watson WR JuJu Smith-Schuster WR Chris Godwin,,,
250,797303788,Chrisav (3/9),0,40.84,TE Tyler Kroft DST Bengals  FLEX Kareem Hunt RB C.J. Spiller RB Wayne Gallman WR Travis Rudolph QB C.J. Beathard WR Trent Taylor WR Chris Godwin,,,
251,797548171,gatortime12 (7/10),0,40.76,QB AJ McCarron RB Joe Mixon WR Alex Erickson FLEX Orleans Darkwa WR Travis Rudolph TE Evan Engram DST Giants  RB Matt Breida WR Chris Godwin,,,
252,797387439,detmer (2/3),0,40.7,TE Gavin Escobar DST Chiefs  RB Wayne Gallman WR Roger Lewis QB Joshua Dobbs RB Terrell Watson WR Marcus Tucker FLEX Trent Taylor WR Chris Godwin,,,
253,797557627,WBNECrew (2/15),0,40.66,RB Stanley Williams WR Brandon LaFell FLEX A.J. Green WR Alex Erickson TE Cethan Carter DST Chiefs  RB Carlos Hyde QB Jameis Winston WR Mike Evans,,,
254,797465693,SextonHardcastle (9/10),0,40.6,RB Joe Mixon WR Cody Core QB Joshua Dobbs FLEX Marcus Tucker TE Xavier Grimble RB Matt Breida WR Trent Taylor DST 49ers  WR Chris Godwin,,,
254,797484226,ChiChiWobbler (13/15),0,40.6,RB Joe Mixon FLEX Kareem Hunt TE Ross Travis DST Chiefs  WR Darius Powe QB Joshua Dobbs RB Terrell Watson WR JuJu Smith-Schuster WR Chris Godwin,,,
256,797222659,Zeechamp (7/15),0,40.5,RB Joe Mixon TE Tyler Kroft RB Kareem Hunt DST Chiefs  WR Travis Rudolph QB Joshua Dobbs FLEX Terrell Watson WR JuJu Smith-Schuster WR Chris Godwin,,,
256,797229844,Zeechamp (13/15),0,40.5,RB Joe Mixon RB Kareem Hunt TE Gavin Escobar DST Chiefs  WR Travis Rudolph QB Joshua Dobbs FLEX Terrell Watson WR JuJu Smith-Schuster WR Chris Godwin,,,
256,797222649,Zeechamp (1/15),0,40.5,RB Joe Mixon FLEX Alex Erickson RB Kareem Hunt DST Chiefs  WR Travis Rudolph TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster WR Chris Godwin,,,
256,797279826,Archibus (8/15),0,40.5,RB Joe Mixon WR Josh Malone DST Bengals  RB C.J. Spiller TE Gavin Escobar WR Travis Rudolph QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Marquise Goodwin,,,
260,797465687,SextonHardcastle (3/10),0,40.46,QB AJ McCarron RB Joe Mixon WR Alex Erickson RB Orleans Darkwa WR Travis Rudolph FLEX JuJu Smith-Schuster WR Aldrick Robinson DST 49ers  TE O.J. Howard,,,
261,797229851,Zeechamp (15/15),0,40.4,RB Joe Mixon TE Tyler Kroft RB Kareem Hunt DST Chiefs  WR Travis Rudolph QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Aldrick Robinson WR Chris Godwin,,,
262,797316613,h3budda (1/5),0,40.3,WR Tyler Boyd TE Tyler Kroft FLEX Kareem Hunt RB Wayne Gallman QB Joshua Dobbs RB Terrell Watson WR JuJu Smith-Schuster WR Mike Evans DST Buccaneers ,,,
262,797316616,h3budda (2/5),0,40.3,WR Tyler Boyd TE Tyler Kroft FLEX Kareem Hunt RB Wayne Gallman QB Joshua Dobbs RB Terrell Watson WR JuJu Smith-Schuster WR Mike Evans DST Buccaneers ,,,
262,797320596,h3budda (3/5),0,40.3,WR Tyler Boyd TE Tyler Kroft FLEX Kareem Hunt RB Wayne Gallman QB Joshua Dobbs RB Terrell Watson WR JuJu Smith-Schuster WR Mike Evans DST Buccaneers ,,,
262,797320598,h3budda (4/5),0,40.3,WR Tyler Boyd TE Tyler Kroft FLEX Kareem Hunt RB Wayne Gallman QB Joshua Dobbs RB Terrell Watson WR JuJu Smith-Schuster WR Mike Evans DST Buccaneers ,,,
262,797320600,h3budda (5/5),0,40.3,WR Tyler Boyd TE Tyler Kroft FLEX Kareem Hunt RB Wayne Gallman QB Joshua Dobbs RB Terrell Watson WR JuJu Smith-Schuster WR Mike Evans DST Buccaneers ,,,
267,797463777,Mallen21 (15/15),0,40.26,RB Joe Mixon RB Kareem Hunt TE Ross Travis QB Geno Smith WR Travis Rudolph DST Giants  FLEX Matt Breida WR Trent Taylor WR Chris Godwin,,,
268,797309962,VinL29,0,40.2,RB Joe Mixon FLEX Travis Rudolph TE Evan Engram QB Joshua Dobbs WR Justin Hunter WR JuJu Smith-Schuster RB Joe Williams WR Trent Taylor DST 49ers ,,,
268,797342317,Bonuscash (2/10),0,40.2,RB Joe Mixon WR Josh Malone RB Kareem Hunt DST Chiefs  FLEX Darius Powe TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster WR Chris Godwin,,,
270,797305099,Chrisav (7/9),0,40.16,DST Chiefs  QB Geno Smith FLEX Wayne Gallman WR Travis Rudolph TE Evan Engram RB Joe Williams WR Aldrick Robinson RB Peyton Barber WR Chris Godwin,,,
270,797557640,WBNECrew (15/15),0,40.16,QB AJ McCarron RB Stanley Williams FLEX Jeremy Hill WR Brandon LaFell WR A.J. Green TE Cethan Carter RB Spencer Ware WR Mike Evans DST Buccaneers ,,,
272,797173190,benspence2,0,40.07999,QB Jeff Driskel RB Joe Mixon WR Brandon LaFell WR Tyler Boyd WR John Ross DST Bengals  RB C.J. Spiller TE Will Tye FLEX Carlos Hyde,,,
273,797255799,SoulChild (14/15),0,40.06,QB AJ McCarron RB C.J. Spiller WR Roger Lewis RB Terrell Watson WR Marcus Tucker FLEX Matt Breida TE Cole Hikutini WR Mike Evans DST Buccaneers ,,,
274,797255794,SoulChild (9/15),0,39.96,QB AJ McCarron RB Joe Mixon TE Mason Schreck RB Kareem Hunt FLEX Seantavius Jones WR Darius Powe DST Giants  WR Cobi Hamilton WR Marcus Tucker,,,
275,797239467,Trigga1982,0,39.86,RB Wayne Gallman QB Bart Houston WR Demarcus Ayers WR JuJu Smith-Schuster DST Steelers  FLEX Matt Breida WR Aldrick Robinson RB Jeremy McNichols TE O.J. Howard,,,
275,797266981,thegibson77 (6/15),0,39.86,QB AJ McCarron RB Joe Mixon WR Josh Malone TE Tyler Kroft FLEX C.J. Spiller DST Chiefs  RB Orleans Darkwa WR Aldrick Robinson WR Chris Godwin,,,
275,797479633,Jgoolsby (9/15),0,39.86,QB AJ McCarron WR Tyler Boyd FLEX C.J. Spiller RB Wayne Gallman TE Evan Engram RB Terrell Watson WR JuJu Smith-Schuster DST 49ers  WR Mike Evans,,,
275,797561413,steelpsychoward,0,39.86,QB AJ McCarron RB Joe Mixon WR Alex Erickson TE Tyler Kroft RB Orleans Darkwa FLEX Evan Engram DST Giants  WR JuJu Smith-Schuster WR Aldrick Robinson,,,
279,797269256,titans7499,0,39.76,QB AJ McCarron RB Joe Mixon WR Alex Erickson RB C.J. Spiller TE Gavin Escobar DST Chiefs  WR Darius Powe FLEX Terrell Watson WR Chris Godwin,,,
280,797275592,Archibus (5/15),0,39.7,RB Tra Carson FLEX Cody Core WR Roger Lewis QB Joshua Dobbs WR Cobi Hamilton RB Jeremy McNichols WR Derel Walker TE O.J. Howard DST Buccaneers ,,,
280,797479630,Jgoolsby (6/15),0,39.7,WR Tyler Boyd TE Tyler Kroft RB Kareem Hunt WR Demarcus Robinson QB Joshua Dobbs RB Terrell Watson WR Marcus Tucker FLEX Aldrick Robinson DST Buccaneers ,,,
280,797557263,mandrew12,0,39.7,FLEX Tra Carson RB Kareem Hunt DST Chiefs  WR Roger Lewis TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster RB Matt Breida WR Chris Godwin,,,
283,797556778,Titan1216,0,39.5,RB Joe Mixon FLEX C.J. Spiller DST Chiefs  WR Darius Powe QB Joshua Dobbs RB Terrell Watson WR JuJu Smith-Schuster WR Chris Godwin TE O.J. Howard,,,
284,797479627,Jgoolsby (3/15),0,39.46,QB AJ McCarron WR Tyler Boyd RB Kareem Hunt RB Terrell Watson WR JuJu Smith-Schuster TE Jesse James FLEX Trent Taylor WR Mike Evans DST Buccaneers ,,,
285,797477588,karladfs (4/15),0,39.36,QB AJ McCarron RB Joe Mixon RB Kareem Hunt DST Giants  WR JuJu Smith-Schuster FLEX Matt Breida WR Aldrick Robinson WR Chris Godwin TE O.J. Howard,,,
286,797509208,1giantniner (1/2),0,39.32,RB Joe Mixon WR Tyreek Hill WR JuJu Smith-Schuster QB Brian Hoyer RB Joe Williams FLEX Matt Breida WR Marquise Goodwin DST 49ers  TE Cameron Brate,,,
287,797494434,shamrock7747 (3/3),0,39.3,WR Gehrig Dieter DST Chiefs  FLEX Travis Rudolph TE Evan Engram QB Joshua Dobbs RB Terrell Watson WR JuJu Smith-Schuster RB Jeremy McNichols WR Chris Godwin,,,
287,797279843,Archibus (12/15),0,39.3,WR Josh Malone RB C.J. Spiller TE Gavin Escobar WR Travis Rudolph QB Joshua Dobbs RB Terrell Watson WR JuJu Smith-Schuster FLEX Derel Walker DST Buccaneers ,,,
287,797548168,gatortime12 (4/10),0,39.3,RB Joe Mixon WR Alex Erickson TE Tyler Kroft RB Orleans Darkwa WR Travis Rudolph DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Chris Godwin,,,
290,797291852,bunchmarc,0,39.2,RB Joe Mixon FLEX Kareem Hunt WR Seantavius Jones DST Chiefs  TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster RB Matt Breida WR Chris Godwin,,,
290,797340090,DaShocker96,0,39.2,FLEX Tyler Boyd RB Orleans Darkwa TE Jerell Adams QB Joshua Dobbs RB Fitzgerald Toussaint WR Eli Rogers DST Steelers  WR Marquise Goodwin WR Josh Huff,,,
290,797531032,TylerC2,0,39.2,RB Joe Mixon TE Tyler Kroft FLEX C.J. Spiller DST Chiefs  WR Darius Powe QB Joshua Dobbs RB Terrell Watson WR Marcus Tucker WR Chris Godwin,,,
293,797557875,lilmamma69,0,39.16,QB AJ McCarron WR Tyler Boyd TE Tyler Kroft RB Wayne Gallman WR Roger Lewis RB Terrell Watson FLEX Trent Taylor WR Mike Evans DST Buccaneers ,,,
294,797342322,Bonuscash (4/10),0,39.1,RB Joe Mixon WR Josh Malone RB Kareem Hunt DST Chiefs  FLEX Roger Lewis TE Evan Engram QB Joshua Dobbs WR Eli Rogers WR Chris Godwin,,,
295,797342321,Bonuscash (3/10),0,39,RB Joe Mixon WR Josh Malone RB Kareem Hunt DST Chiefs  WR Travis Rudolph TE Evan Engram QB Joshua Dobbs FLEX JuJu Smith-Schuster WR Derel Walker,,,
296,797253139,Lambo77,0,38.96,QB AJ McCarron WR Cody Core FLEX Josh Malone RB C.J. Spiller RB Matt Breida WR Trent Taylor DST 49ers  WR Chris Godwin TE O.J. Howard,,,
296,797546340,alex5150 (2/2),0,38.96,WR Brandon LaFell TE Tyler Eifert RB Spencer Ware DST Chiefs  FLEX Antonio Brown RB Carlos Hyde QB Jameis Winston WR DeSean Jackson WR Mike Evans,,,
298,797348857,Bonuscash (10/10),0,38.9,RB Joe Mixon RB Kareem Hunt WR Jehu Chesson DST Chiefs  TE Evan Engram QB Joshua Dobbs FLEX Terrell Watson WR JuJu Smith-Schuster WR Chris Godwin,,,
298,797266908,thegibson77 (2/15),0,38.9,RB Kareem Hunt RB C.J. Spiller WR Demarcus Robinson DST Chiefs  QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Joe Williams WR Aldrick Robinson TE O.J. Howard,,,
300,797514725,mjpoke (2/2),0,38.86,QB AJ McCarron RB Joe Mixon WR Alex Erickson TE Gavin Escobar DST Chiefs  WR Darius Powe RB Terrell Watson FLEX Jeremy McNichols WR Chris Godwin,,,
301,797469545,jeffblue103 (11/15),0,38.8,WR Cody Core WR Josh Malone RB C.J. Spiller DST Chiefs  FLEX Travis Rudolph TE Evan Engram QB Joshua Dobbs RB Trey Williams WR Canaan Severin,,,
301,797550908,hamad96,0,38.8,RB Joe Mixon RB Kareem Hunt DST Chiefs  FLEX Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster WR Aldrick Robinson WR Chris Godwin TE O.J. Howard,,,
301,797463769,Mallen21 (7/15),0,38.8,RB Joe Mixon WR Alex Erickson FLEX Kareem Hunt TE Ross Travis RB Orleans Darkwa DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster WR Chris Godwin,,,
304,797272560,thegibson77 (12/15),0,38.76,QB AJ McCarron WR Alex Erickson TE Tyler Kroft RB Orleans Darkwa FLEX Travis Rudolph RB Matt Breida WR Trent Taylor DST 49ers  WR Chris Godwin,,,
304,797272594,thegibson77 (14/15),0,38.76,QB AJ McCarron WR Alex Erickson TE Tyler Kroft RB Orleans Darkwa FLEX Travis Rudolph RB Matt Breida WR Trent Taylor DST 49ers  WR Chris Godwin,,,
306,797275571,Archibus (1/15),0,38.6,RB Tra Carson RB Kareem Hunt DST Chiefs  WR Darius Powe TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Trent Taylor WR Chris Godwin,,,
306,797454302,CongoSong (2/15),0,38.6,RB Joe Mixon WR Alex Erickson FLEX Kareem Hunt DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR Canaan Severin TE Cole Hikutini WR Chris Godwin,,,
306,797454303,CongoSong (3/15),0,38.6,RB Joe Mixon WR Alex Erickson FLEX Kareem Hunt DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR Canaan Severin TE Cole Hikutini WR Chris Godwin,,,
306,797479470,paulyv321,0,38.6,RB Stanley Williams FLEX C.J. Spiller RB Wayne Gallman TE Evan Engram QB Joshua Dobbs WR Canaan Severin WR Marcus Tucker DST Steelers  WR Chris Godwin,,,
310,797557522,WBNECrew (1/15),0,38.56,QB AJ McCarron RB Stanley Williams WR Brandon LaFell WR A.J. Green WR Alex Erickson TE Cethan Carter DST Chiefs  RB Carlos Hyde FLEX Mike Evans,,,
311,797239353,twenty9 (1/3),0,38.4,TE Tyler Eifert WR Odell Beckham Jr. QB Joshua Dobbs RB Fitzgerald Toussaint WR Antonio Brown DST Steelers  RB Doug Martin FLEX DeSean Jackson WR Mike Evans,,,
311,797553542,detmer (3/3),0,38.4,WR Cody Core FLEX Seantavius Jones TE Gavin Escobar DST Chiefs  RB Wayne Gallman WR Roger Lewis QB Joshua Dobbs RB Terrell Watson WR Chris Godwin,,,
313,797222650,Zeechamp (2/15),0,38.36,QB AJ McCarron WR Alex Erickson TE Tyler Kroft FLEX Kareem Hunt RB Orleans Darkwa WR Travis Rudolph DST Giants  RB Terrell Watson WR Chris Godwin,,,
313,797484033,Female.kanye (1/2),0,38.36,RB Joe Mixon WR Alex Erickson QB Patrick Mahomes II RB Kareem Hunt WR Seantavius Jones DST Chiefs  FLEX Canaan Severin WR JuJu Smith-Schuster TE O.J. Howard,,,
315,797477596,karladfs (12/15),0,38.3,RB Joe Mixon RB Kareem Hunt FLEX Darius Powe TE Evan Engram DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor WR Chris Godwin,,,
315,797345331,mrcse13 (14/15),0,38.3,TE Mason Schreck DST Chiefs  WR Roger Lewis QB Joshua Dobbs FLEX JuJu Smith-Schuster WR Aldrick Robinson WR Trent Taylor RB Jeremy McNichols RB Doug Martin,,,
315,797462383,jeffblue103 (9/15),0,38.3,WR Cody Core FLEX Josh Malone RB C.J. Spiller WR Demarcus Robinson DST Giants  QB Joshua Dobbs RB Knile Davis TE Xavier Grimble WR Bobo Wilson,,,
318,797516969,Hunterboyz,0,38.26,QB AJ McCarron RB Joe Mixon WR Alex Erickson DST Bengals  FLEX Kareem Hunt RB C.J. Spiller WR Roger Lewis TE Evan Engram WR Trent Taylor,,,
318,797242321,Genghis_Khan1 (6/15),0,38.26,QB AJ McCarron RB Joe Mixon RB Kareem Hunt DST Giants  WR JuJu Smith-Schuster FLEX Aldrick Robinson WR Trent Taylor WR Chris Godwin TE O.J. Howard,,,
320,797557638,WBNECrew (13/15),0,38.22,QB Andy Dalton RB Stanley Williams WR Brandon LaFell FLEX A.J. Green WR Alex Erickson TE Cethan Carter DST Giants  RB Carlos Hyde WR Mike Evans,,,
321,797555643,HanShot1st,0,38.16,QB AJ McCarron WR Alex Erickson RB Orleans Darkwa TE Evan Engram DST Giants  RB Matt Breida WR Trent Taylor FLEX Derel Walker WR Chris Godwin,,,
322,797268356,romansmom92 (2/2),0,38.06,QB AJ McCarron FLEX Stanley Williams RB Joe Mixon WR Josh Malone RB Kareem Hunt DST Chiefs  TE Evan Engram WR Aldrick Robinson WR Derel Walker,,,
323,797479626,Jgoolsby (2/15),0,37.86,FLEX Stanley Williams RB Tra Carson WR Cody Core DST Chiefs  RB Terrell Watson WR Canaan Severin WR Marquise Goodwin QB Jameis Winston TE O.J. Howard,,,
324,797345327,mrcse13 (10/15),0,37.76,QB AJ McCarron WR Alex Erickson DST Bengals  RB C.J. Spiller WR Travis Rudolph TE Evan Engram WR Canaan Severin RB Joe Williams FLEX Adam Humphries,,,
324,797479631,Jgoolsby (7/15),0,37.76,QB AJ McCarron TE Tyler Kroft RB Wayne Gallman WR Roger Lewis RB Terrell Watson WR Canaan Severin WR JuJu Smith-Schuster FLEX Mike Evans DST Buccaneers ,,,
326,797479638,Jgoolsby (14/15),0,37.74,RB Stanley Williams WR Cody Core QB Josh Johnson TE Evan Engram DST Steelers  RB Matt Breida WR Trent Taylor WR Josh Huff FLEX O.J. Howard,,,
326,797217947,theleafnode (7/15),0,37.74,WR Alex Erickson TE Mason Schreck RB Kareem Hunt FLEX Demarcus Robinson WR Seantavius Jones QB Josh Johnson RB Orleans Darkwa WR Travis Rudolph DST Steelers ,,,
328,797217952,theleafnode (12/15),0,37.64,WR Alex Erickson TE Mason Schreck RB Kareem Hunt QB Josh Johnson WR Travis Rudolph DST Giants  RB Matt Breida WR Trent Taylor FLEX Derel Walker,,,
328,797275248,Johnnyp135 (1/5),0,37.64,RB Joe Mixon WR Cody Core QB Josh Johnson FLEX Wayne Gallman TE Evan Engram DST Giants  RB Terrell Watson WR JuJu Smith-Schuster WR Chris Godwin,,,
330,797441851,a_birdie_a_day (1/3),0,37.6,TE Tyler Kroft RB C.J. Spiller WR Travis Rudolph QB Joshua Dobbs WR Canaan Severin RB Joe Williams FLEX Matt Breida WR Chris Godwin DST Buccaneers ,,,
331,797242323,Genghis_Khan1 (8/15),0,37.4,RB Joe Mixon RB Kareem Hunt FLEX Travis Rudolph DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster TE Xavier Grimble WR Trent Taylor WR Chris Godwin,,,
331,797242325,Genghis_Khan1 (10/15),0,37.4,RB Joe Mixon RB Kareem Hunt FLEX Travis Rudolph DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster WR Trent Taylor WR Chris Godwin TE O.J. Howard,,,
331,797400351,mastermind1987 (2/2),0,37.4,RB Joe Mixon FLEX Alex Erickson RB C.J. Spiller TE Gavin Escobar DST Chiefs  WR Darius Powe QB Joshua Dobbs WR JuJu Smith-Schuster WR Chris Godwin,,,
334,797557629,WBNECrew (4/15),0,37.22,QB Andy Dalton RB Stanley Williams WR Brandon LaFell FLEX A.J. Green WR Alex Erickson TE Cethan Carter DST Chiefs  RB Carlos Hyde WR Mike Evans,,,
335,797154429,badxeno,0,37.1,RB Joe Mixon WR Tyler Boyd DST Chiefs  FLEX Orleans Darkwa WR Brandon Marshall TE Evan Engram QB Joshua Dobbs RB Terrell Watson WR Eli Rogers,,,
335,797270403,GoneGurley1,0,37.1,FLEX Joe Mixon WR Marcus Kemp DST Chiefs  TE Evan Engram QB Joshua Dobbs RB Knile Davis RB Fitzgerald Toussaint WR Justin Hunter WR JuJu Smith-Schuster,,,
337,797463766,Mallen21 (4/15),0,37.06,QB AJ McCarron RB Joe Mixon WR Alex Erickson FLEX Kareem Hunt TE Ross Travis RB Orleans Darkwa DST Giants  WR Trent Taylor WR Chris Godwin,,,
337,797550975,Mega_Super (2/2),0,37.06,QB AJ McCarron RB Joe Mixon FLEX Cody Core WR Tyler Boyd RB Kareem Hunt WR JuJu Smith-Schuster DST Steelers  WR Trent Taylor TE O.J. Howard,,,
339,797242318,Genghis_Khan1 (3/15),0,37,RB Joe Mixon RB Kareem Hunt FLEX Seantavius Jones DST Giants  QB Joshua Dobbs WR JuJu Smith-Schuster TE Xavier Grimble WR Trent Taylor WR Chris Godwin,,,
340,797569060,BelowMe,0,36.9,RB Joe Mixon WR Tyler Boyd DST Chiefs  RB Wayne Gallman TE Evan Engram QB Joshua Dobbs WR JuJu Smith-Schuster FLEX Joe Williams WR Chris Godwin,,,
341,797339268,jhb303,0,36.76,FLEX Joe Mixon QB Patrick Mahomes II RB C.J. Spiller WR De'Anthony Thomas WR Darrius Heyward-Bey RB Joe Williams WR Aldrick Robinson TE Logan Paulsen DST Buccaneers ,,,
342,797348846,Bonuscash (5/10),0,36.7,RB Joe Mixon WR Josh Malone RB Kareem Hunt DST Chiefs  WR Roger Lewis TE Evan Engram QB Joshua Dobbs FLEX Eli Rogers WR Derel Walker,,,
343,797222658,Zeechamp (6/15),0,36.66,QB AJ McCarron RB Joe Mixon WR Alex Erickson TE Tyler Kroft RB Kareem Hunt DST Chiefs  WR Travis Rudolph FLEX Trent Taylor WR Chris Godwin,,,
343,797502559,Doublbang,0,36.66,QB AJ McCarron RB Joe Mixon FLEX Kareem Hunt TE Gavin Escobar WR Travis Rudolph DST Giants  WR JuJu Smith-Schuster RB Matt Breida WR Trent Taylor,,,
343,797255786,SoulChild (1/15),0,36.66,RB Kareem Hunt DST Chiefs  QB Geno Smith WR Darius Powe WR Roger Lewis RB Terrell Watson WR JuJu Smith-Schuster FLEX Joe Williams TE Cole Hikutini,,,
346,797222657,Zeechamp (5/15),0,36.56,QB AJ McCarron TE Tyler Kroft RB Kareem Hunt WR Travis Rudolph DST Giants  FLEX Terrell Watson WR JuJu Smith-Schuster RB Joe Williams WR Chris Godwin,,,
346,797272567,thegibson77 (13/15),0,36.56,QB AJ McCarron RB Joe Mixon WR Alex Erickson TE Tyler Kroft RB Orleans Darkwa FLEX Travis Rudolph WR Trent Taylor DST 49ers  WR Chris Godwin,,,
346,797557633,WBNECrew (8/15),0,36.56,QB AJ McCarron RB Stanley Williams WR Brandon LaFell WR A.J. Green WR Alex Erickson TE Tyler Eifert DST Chiefs  RB Carlos Hyde FLEX Mike Evans,,,
349,797468225,Gravityreject,0,36.54,RB Kareem Hunt DST Chiefs  QB Josh Johnson TE Evan Engram RB Terrell Watson WR JuJu Smith-Schuster FLEX Joe Williams WR Marquise Goodwin WR Freddie Martino,,,
350,797430336,Jegar (1/7),0,36.5,RB Joe Mixon RB Kareem Hunt FLEX C.J. Spiller QB Joshua Dobbs WR Justin Hunter WR JuJu Smith-Schuster DST Steelers  WR Chris Godwin TE O.J. Howard,,,
350,797454304,CongoSong (4/15),0,36.5,RB Joe Mixon WR Alex Erickson FLEX Kareem Hunt DST Chiefs  RB Orleans Darkwa QB Joshua Dobbs WR JuJu Smith-Schuster TE Cole Hikutini WR Chris Godwin,,,
